nombre;nombre_comun;nombre_cientifico;descripcion;habitat;reino;filo;subfilo;clase;orden;familia;genero;estado_conservacion;Código IUCN;Categoría CITES;Categoría GBIF;cat_nacional;latitud;longitud;nombre_lugar;region;provincia;distrito;institucion_estudio;categoria
NA;NA;Neuontobotrys lanatus;Neuontobotrys lanata (Walp.) Al-Shehbaz;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Neuontobotrys;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Petroravenia werdermannii;Petroravenia werdermannii (O.E.Schulz) Al-Shehbaz;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Petroravenia;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Raphanus raphanistrum;Raphanus raphanistrum L.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Raphanus;;LC;NA;NA;NA;;;;;;;;
NA;NA;Sisymbrium altissimum;Sisymbrium altissimum L.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Sisymbrium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Sisymbrium irio;Sisymbrium irio L.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Sisymbrium;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Weberbauera peruviana;Weberbauera peruviana (DC.) Al-Shehbaz;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Weberbauera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Weberbauera sphatulifolia;Weberbauera Gilg & Muschl.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Weberbauera;;NA;NA;Nativa;NA;;;;;;;;
Coniña;Coniña;Austrocylindropuntia subulata;Austrocylindropuntia subulata (Muehlenpf.) Backeb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Austrocylindropuntia;;LC;II;Nativa;NA;;;;;;;;
Ayrampo;Ayrampo;Airampoa ayrampo;Airampoa ayrampo (Haenke) Doweld;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Airampoa;;NA;NA;Nativa;NA;;;;;;;;
Candelabro;Candelabro;Browningia candelaris;Browningia candelaris (Meyen) Britton & Rose;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Browningia;;DD;II;Nativa;VU;;;;;;;;
NA;NA;Corryocactus aureus;Corryocactus aureus (Meyen) Hutchison;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Corryocactus;;DD;II;Endémica;NA;;;;;;;;
Cactus;Cactus;Corryocactus brachypetalus;Corryocactus brachypetalus (Vaupel) Britton & Rose;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Corryocactus;;EN;II;Endémica;NA;;;;;;;;
Cure, Sankallo;Cure, Sankallo;Corryocactus brevistylus;Corryocactus brevistylus (Schum. ex Vaupel) Britton & Rose;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Corryocactus;;LC;II;Nativo;NA;;;;;;;;
NA;NA;Cumulopuntia boliviana;Cumulopuntia boliviana (Salm-Dyck) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;LC;II;Nativa;NA;;;;;;;;
NA;NA;Cumulopuntia boliviana;Cumulopuntia boliviana (Salm-Dyck) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;LC;II;Nativa;NA;;;;;;;;
NA;NA;Cumulopuntia boliviana;Cumulopuntia boliviana (Salm-Dyck) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;LC;II;Nativa;NA;;;;;;;;
NA;NA;Cumulopuntia boliviana;Cumulopuntia boliviana (Salm-Dyck) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;LC;II;Nativa;NA;;;;;;;;
Perrito;Perrito;Cumulopuntia corotilla;Cumulopuntia corotilla (K.Schum. ex Vaupel) E.F.Anderson;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;NA;II;Endémica;NA;;;;;;;;
Pulla-pulla, Puscalla;Pulla-pulla, Puscalla;Cumulopuntia ignescens;Cumulopuntia ignescens (Vaupel) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Cumulopuntia leucophaea;Cumulopuntia leucophaea (Phil.) Hoxey;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;NA;II;Nativa;NA;;;;;;;;
NA;NA;Cumulopuntia sphaerica;Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cumulopuntia;;LC;II;Nativa;VU;;;;;;;;
NA;NA;Cylindropuntia tunicata;Cylindropuntia tunicata (Lehm.) F.M.Knuth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Cylindropuntia;;LC;II;Nativa;NA;;;;;;;;
NA;NA;Lobivia pampana;Lobivia pampana Britton & Rose;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Lobivia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Lobivia pamparuizii;Lobivia pamparuizii (Cárdenas) Schlumpb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Lobivia;;NA;NA;Nativa;NA;;;;;;;;
Cactus;Cactus;Loxanthocereus sextonianus;Loxanthocereus sextonianus (Backeb.) Backeb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Borzicactus;;NA;NA;Endémica;NA;;;;;;;;
Cactus;Cactus;Eriosyce islayensis;Eriosyce islayensis (C.F.Först.) Katt.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Eriosyce;;NT;II;Endémica;NA;;;;;;;;
NA;NA;Haageocereus decumbens;Haageocereus decumbens (Vaupel) Backeb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Haageocereus;;LC;II;Endémica;NA;;;;;;;;
NA;NA;Haageocereus fascicularis;Haageocereus fascicularis (Meyen) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Haageocereus;;NA;NA;Nativa;NA;;;;;;;;
Cactus;Cactus;Haageocereus platinospinus;Haageocereus platinospinus (Werderm. & Backeb.) Backeb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Haageocereus;;LC;II;Endémica;NA;;;;;;;;
Gigantón;Gigantón;Neoraimondia arequipensis;Neoraimondia arequipensis (Meyen) Backeb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Neoraimondia;;LC;II;Endémica;NA;;;;;;;;
NA;NA;Lobivia maximiliana;Lobivia maximiliana (Heyder ex A.Dietr.) Backeb. ex Rausch;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Lobivia;;NA;NA;Nativa;NA;;;;;;;;
Tuna;Tuna;Opuntia ficus-indica;Opuntia ficus-indica (L.) Mill.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Opuntia;;DD;II;Introducida;NA;;;;;;;;
NA;NA;Austrocylindropuntia floccosa;Austrocylindropuntia floccosa (Salm-Dyck) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Austrocylindropuntia;;LC;II;Nativa;NA;;;;;;;;
NA;NA;Oreocereus hempelianus;Oreocereus hempelianus (Gürke) D.R.Hunt;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Oreocereus;;LC;II;Nativa;NA;;;;;;;;
Viejito, Abuelito, chascudo;Viejito, Abuelito, chascudo;Oreocereus leucotrichus;Oreocereus leucotrichus (Phil.) Wagenkn.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Oreocereus;;LC;II;Nativa;NA;;;;;;;;
NA;NA;Oreocereus tacnaensis;Oreocereus × tacnaensis (Backeb.) F.Ritter;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Oreocereus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Trichocereus macrogonus;Trichocereus macrogonus (Salm-Dyck) Riccob.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Trichocereus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Trichocereus macrogonus;Trichocereus macrogonus (Salm-Dyck) Riccob.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Trichocereus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Trichocereus macrogonus;Trichocereus macrogonus (Salm-Dyck) Riccob.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Trichocereus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Trichocereus macrogonus;Trichocereus macrogonus (Salm-Dyck) Riccob.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Trichocereus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Weberbauerocereus weberbaueri;Weberbauerocereus weberbaueri (Schum. ex Vaupel) Backeb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Cactaceae;Weberbauerocereus;;LC;II;Endémica;NA;;;;;;;;
Zapato, Amayzapato;Zapato, Amayzapato;Calceolaria inamoena;Calceolaria inamoena Kraenzl.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Calceolariaceae;Calceolaria;;NA;NA;Nativa;NA;;;;;;;;
Amayzapato, Zapato zapato;Amayzapato, Zapato zapato;Calceolaria inamoena;Calceolaria inamoena Kraenzl.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Calceolariaceae;Calceolaria;;NA;NA;Nativa;NA;;;;;;;;
Zapato, Amayzapato;Zapato, Amayzapato;Calceolaria inamoena;Calceolaria inamoena Kraenzl.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Calceolariaceae;Calceolaria;;NA;NA;Nativa;NA;;;;;;;;
Amayzapato, Zapato zapato;Amayzapato, Zapato zapato;Calceolaria inamoena;Calceolaria inamoena Kraenzl.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Calceolariaceae;Calceolaria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Calceolaria plectranthifolia;Calceolaria plectranthifolia Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Calceolariaceae;Calceolaria;;NA;NA;NA;NA;;;;;;;;
Anucallo;Anucallo;Calycera monocephala;Calycera monocephala (Phil.) S.Denham & Pozner;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Calyceraceae;Calycera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Callitriche heteropoda;Callitriche heteropoda Engelm. ex Hegelm.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Plantaginaceae;Callitriche;;DD;NA;NA;NA;;;;;;;;
NA;NA;Callitriche heteropoda;Callitriche heteropoda Engelm. ex Hegelm.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Plantaginaceae;Callitriche;;DD;NA;Nativa;NA;;;;;;;;
NA;NA;Hippobroma longiflora;Hippobroma longiflora (L.) G.Don;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Campanulaceae;Hippobroma;;NA;NA;NA;NA;;;;;;;;
Chiñi kururu;Chiñi kururu;Lobelia oligophylla;Lobelia oligophylla (Wedd.) Lammers;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Campanulaceae;Lobelia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Valeriana chaerophylloides;Valeriana chaerophylloides Sm.;;Plantae;Tracheophyta;;Magnoliopsida;Dipsacales;Caprifoliaceae;Valeriana;;NA;NA;NA;NA;;;;;;;;
NA;NA;Valeriana nivalis;Valeriana nivalis Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Dipsacales;Caprifoliaceae;Valeriana;;NA;NA;Nativa;VU;;;;;;;;
NA;NA;Valeriana pulvinata;Valeriana pulvinata (Rauh & Willer) Christenh. & Byng;;Plantae;Tracheophyta;;Magnoliopsida;Dipsacales;Caprifoliaceae;Valeriana;;NA;NA;NA;NA;;;;;;;;
NA;NA;Valeriana spathulata;Valeriana spathulata Ruiz & Pav.;;Plantae;Tracheophyta;;Magnoliopsida;Dipsacales;Caprifoliaceae;Valeriana;;NA;NA;NA;NA;;;;;;;;
Mito, Papaya silvestre;Mito, Papaya silvestre;Vasconcellea candicans;Vasconcellea candicans (A.Gray) A.DC.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Caricaceae;Vasconcellea;;LC;NA;Nativa;CR;;;;;;;;
NA;NA;Arenaria digyna;Arenaria digyna Willd. ex D.F.K.Schltdl.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Arenaria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Arenaria rivularis;Arenaria rivularis Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Arenaria;;LC;NA;NA;NA;;;;;;;;
Arenilla;Arenilla;Arenaria serpens;Arenaria serpens Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Arenaria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cardionema ramosissima;Cardionema ramosissima (Weinm.) A.Nelson & J.F.Macbr.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cardionema;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Cerastium tucumanense;Cerastium tucumanense Pax;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Drymaria fasciculata;Drymaria fasciculata A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Drymaria;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Drymaria paposana;Drymaria paposana Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Drymaria;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Paronychia arequipensis;Paronychia Mill.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Paronychia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Paronychia microphylla;Paronychia microphylla Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Paronychia;;NA;NA;NA;NA;;;;;;;;
Huaricuca;Huaricuca;Pycnophyllum bryoides;Pycnophyllum bryoides (Phil.) Rohrb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Pycnophyllum;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Pycnophyllum glomeratum;Pycnophyllum glomeratum Mattf.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Pycnophyllum;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Pycnophyllum macropetalum;Pycnophyllum macropetalum Mattf.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Pycnophyllum;;LC;NA;Nativa;NA;;;;;;;;
Almohadilla, Huaricuca;Almohadilla, Huaricuca;Pycnophyllum molle;Pycnophyllum molle J.Rémy;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Pycnophyllum;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Silene mandonii;Silene mandonii (Rohrb.) Bocquet;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Silene genovevae;Silene genovevae Bocquet;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;;NA;NA;NA;NA;;;;;;;;
NA;NA;Spergularia andina;Spergularia andina Rohrb.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Spergularia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Spergularia collina;Spergularia collina I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Spergularia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Spergularia congestifolia;Spergularia congestifolia I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Spergularia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Spergularia fasciculata;Spergularia fasciculata Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Spergularia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Stellaria cuspidata;Stellaria cuspidata Willd. ex D.F.K.Schltdl.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Caryophyllaceae;Stellaria;;NA;NA;NA;NA;;;;;;;;
Casuarina;Casuarina;Casuarina equisetifolia;Casuarina equisetifolia L.;;Plantae;Tracheophyta;;Magnoliopsida;Fagales;Casuarinaceae;Casuarina;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Maytenus orbicularis;Maytenus orbicularis (Willd. ex Roem. & Schult.) Loes.;;Plantae;Tracheophyta;;Magnoliopsida;Celastrales;Celastraceae;Tricerma;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cleome chilensis;Cleome chilensis DC.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Cleomaceae;Andinocleome;;NA;NA;NA;NA;;;;;;;;
NA;NA;Convolvulus arvensis;Convolvulus arvensis L.;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Convolvulus laciniatus;Convolvulus laciniatus Desr.;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cuscuta foetida;Cuscuta foetida Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Cuscuta;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cuscuta grandiflora;Cuscuta grandiflora Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Cuscuta;;NA;NA;NA;NA;;;;;;;;
NA;NA;Dichondra argentea;Dichondra argentea Humb. & Bonpl. ex Willd.;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Dichondra;;NA;NA;NA;NA;;;;;;;;
NA;NA;Ipomoea batatas;Ipomoea batatas (L.) Lam.;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;;DD;NA;Nativa;NA;;;;;;;;
NA;NA;Ipomoea dumetorum;Ipomoea dumetorum Willd. ex Roem. & Schult.;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;;NA;NA;NA;NA;;;;;;;;
NA;NA;Ipomoea opulifolia;Ipomoea opulifolia Rusby;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;;NA;NA;NA;NA;;;;;;;;
NA;NA;Ipomoea purpurea;Ipomoea purpurea (L.) Roth;;Plantae;Tracheophyta;;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Crassula connata;Crassula connata (Ruiz & Pav.) A.Berger;;Plantae;Tracheophyta;;Magnoliopsida;Saxifragales;Crassulaceae;Crassula;;NA;NA;NA;NA;;;;;;;;
NA;NA;Echeveria peruviana;Echeveria peruviana Meyen;;Plantae;Tracheophyta;;Magnoliopsida;Saxifragales;Crassulaceae;Echeveria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Sedum reniforme;Sedum reniforme (H.Jacobsen) Thiede & 't Hart;;Plantae;Tracheophyta;;Magnoliopsida;Saxifragales;Crassulaceae;Sedum;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Sicyos baderoa;Sicyos baderoa Hook. & Arn.;;Plantae;Tracheophyta;;Magnoliopsida;Cucurbitales;Cucurbitaceae;Sicyos;;NA;NA;Nativa;NA;;;;;;;;
Chalsa;Chalsa;Escallonia angustifolia;Escallonia angustifolia C.Presl;;Plantae;Tracheophyta;;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Escallonia myrtilloides;Escallonia myrtilloides L.fil.;;Plantae;Tracheophyta;;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Escallonia myrtilloides;Escallonia myrtilloides L.fil.;;Plantae;Tracheophyta;;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;;NA;NA;Nativa;VU;;;;;;;;
NA;NA;Escallonia myrtilloides;Escallonia myrtilloides L.fil.;;Plantae;Tracheophyta;;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Escallonia myrtilloides;Escallonia myrtilloides L.fil.;;Plantae;Tracheophyta;;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;;NA;NA;Nativa;VU;;;;;;;;
NA;NA;Escallonia salicifolia;Escallonia salicifolia Mattf.;;Plantae;Tracheophyta;;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;;NA;NA;Nativa;VU;;;;;;;;
NA;NA;Euphorbia hirta;Euphorbia hirta L.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Euphorbia hypericifolia;Euphorbia hypericifolia L.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Euphorbia serpens;Euphorbia serpens Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Croton alnifolius;Croton alnifolius Lam.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Croton;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Croton ruizianus;Croton ruizianus Müll.Arg.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Croton;;NA;NA;NA;NA;;;;;;;;
NA;NA;Euphorbia heterophylla;Euphorbia heterophylla L.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;LC;NA;NA;NA;;;;;;;;
NA;NA;Euphorbia meyeniana;Euphorbia meyeniana Klotzsch;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Euphorbia peplus;Euphorbia peplus L.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Euphorbia peruviana;Euphorbia peruviana L.C.Wheeler;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Euphorbia pulcherrima;Euphorbia pulcherrima Willd. ex Klotzsch;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Euphorbia tacnensis;Euphorbia tacnensis Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;;NA;NA;Endémica;NA;;;;;;;;
Higuerilla;Higuerilla;Ricinus communis;Ricinus communis L.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Ricinus;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Sebastiania obtusifolia;Sebastiania obtusifolia Pax & K.Hoffm.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Euphorbiaceae;Sebastiania;;NA;NA;Endémica;NA;;;;;;;;
Vilca;Vilca;Parasenegalia visco;Parasenegalia visco (Lorentz ex Griseb.) Seigler & Ebinger;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Parasenegalia;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Adesmia augusti;Adesmia augusti J.F.Macbr.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Adesmia;;NA;NA;Endémica;NA;;;;;;;;
Kanllia hembra;Kanllia hembra;Adesmia spinosissima;Adesmia spinosissima Meyen ex Vogel;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Adesmia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Adesmia verrucosa;Adesmia verrucosa Meyen;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Adesmia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Anadenanthera colubrina;Anadenanthera colubrina (Vell.) Brenan;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Anadenanthera;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Astragalus arequipensis;Astragalus arequipensis Vogel;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Astragalus cryptanthus;Astragalus cryptanthus Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;Nativa;NA;;;;;;;;
Garbancillo, macha macha, husqa;Garbancillo, macha macha, husqa;Astragalus garbancillo;Astragalus garbancillo Cav.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Astragalus micranthellus;Astragalus micranthellus Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Astragalus peruvianus;Astragalus peruvianus Vogel;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Astragalus pusillus;Astragalus pusillus Vogel;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Astragalus richii;Astragalus richii A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Astragalus triflorus;Astragalus triflorus (DC.) A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Astragalus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Erythrostemon gilliesii;Erythrostemon gilliesii (Hook.) Klotzsch;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Erythrostemon;;NA;NA;NA;NA;;;;;;;;
NA;NA;Crotalaria incana;Crotalaria incana L.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Crotalaria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Dalea cylindrica;Dalea cylindrica Hook.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Dalea;;NA;NA;Endémica;NA;;;;;;;;
