nombre;nombre_comun;nombre_cientifico;descripcion;habitat;reino;filo;subfilo;clase;orden;familia;genero;estado_conservacion;Código IUCN;Categoría CITES;Categoría GBIF;cat_nacional;latitud;longitud;nombre_lugar;region;provincia;distrito;institucion_estudio;categoria
NA;NA;Ophryosporus peruvianus;Ophryosporus peruvianus (J.F.Gmel.) R.M.King & H.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ophryosporus;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Ophryosporus pinifolius;Ophryosporus pinifolius (Phil.) R.M.King & H.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ophryosporus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Ophryosporus pubescens;Ophryosporus pubescens (Sm.) R.M.King & H.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ophryosporus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Oriastrum stuebelii;Oriastrum stuebelii (Hieron.) A.M.R.Davies;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Oriastrum;;NA;NA;Nativa;NA;;;;;;;;
Tola;Tola;Parastrephia lepidophylla;Parastrephia lepidophylla (Wedd.) Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Parastrephia;;NA;NA;Nativa;VU;;;;;;;;
Tola;Tola;Parastrephia phyliciformis;Parastrephia phyliciformis (Meyen) Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Parastrephia;;LC;NA;Nativa;VU;;;;;;;;
Tola;Tola;Parastrephia quadrangularis;Parastrephia quadrangularis (Meyen) Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Parastrephia;;LC;NA;Nativa;VU;;;;;;;;
NA;NA;Perezia coerulescens;Perezia coerulescens Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Perezia;;NA;NA;Nativa;VU;;;;;;;;
Chancoromo;Chancoromo;Perezia multiflora;Perezia multiflora (Bonpl.) Less.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Perezia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Perezia pungens;Perezia pungens (Bonpl.) Less.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Perezia;;NA;NA;Nativa;NA;;;;;;;;
Marancela;Marancela;Perezia sublyrata;Perezia sublyrata Domke;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Perezia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Perityle emoryi;Perityle emoryi Torr.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Laphamia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Philoglossa peruviana;Philoglossa peruviana DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Philoglossa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Picrosia longifolia;Picrosia longifolia D.Don;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Picrosia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Plazia daphnoides;Plazia daphnoides Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Plazia;;NA;NA;NA;NA;;;;;;;;
Chingoyo, Toñuz;Chingoyo, Toñuz;Pluchea chingoyo;Pluchea chingoyo (Kunth) DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Pluchea;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Polyachyrus annuus;Polyachyrus annuus I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Polyachyrus;;NA;NA;NA;NA;;;;;;;;
Jucotape;Jucotape;Polyachyrus sphaerocephalus;Polyachyrus sphaerocephalus D.Don;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Polyachyrus;;NA;NA;Nativa;NA;;;;;;;;
Taza;Taza;Proustia berberidifolia;Proustia berberidifolia (Cabrera) Ferreyra;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Lophopappus;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Proustia cuneifolia;Proustia cuneifolia D.Don;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Proustia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Pseudobaccharis acaulis;Pseudobaccharis acaulis (Wedd. ex R.E.Fr.) Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Pseudobaccharis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Pseudognaphalium cheiranthifolium;Pseudognaphalium cheiranthifolium (Lam.) Hilliard & B.L.Burtt;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium;;NA;NA;Nativa;NA;;;;;;;;
Wira wira macho;Wira wira macho;Pseudognaphalium dysodes;Pseudognaphalium dysodes (Spreng.) S.E.Freire, N.Bayón & C.Monti;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Pseudognaphalium lacteum;Pseudognaphalium lacteum (Meyen & Walp.) Anderb.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Rockhausenia aretioides;Rockhausenia aretioides (Wedd.) D.J.N.Hind;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Rockhausenia glaberrima;Rockhausenia glaberrima (Phil.) D.J.N.Hind;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Rockhausenia pygmaea;Rockhausenia pygmaea (Gillies ex Hook. & Arn.) D.J.N.Hind;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Rockhausenia sp.;Rockhausenia D.J.N.Hind;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Rockhausenia spathulata;Rockhausenia spathulata (Wedd.) D.J.N.Hind;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Schkuhria pinnata;Schkuhria pinnata (Lam.) Kuntze;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Schkuhria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio adenophyllus;Senecio adenophyllus Meyen & Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio algens;Senecio algens Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio breviscapus;Senecio breviscapus DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio candollei;Senecio candollei Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Culcitium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio clivicola;Senecio clivicola Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio ctenophyllus;Senecio ctenophyllus Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio comosus;Senecio comosus Sch.Bip.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio digitatus;Senecio digitatus Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio dryophyllus;Senecio dryophyllus Meyen & Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio eriocladus;Senecio eriocladus Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio evacoides;Senecio evacoides Sch.Bip.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio gamolepis;Senecio gamolepis Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio humillimus;Senecio humillimus Sch.Bip.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio modestus;Asteraceae;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;NA;;NA;NA;NA;NA;;;;;;;;
Chachacomo;Chachacomo;Senecio nutans;Senecio nutans Sch.Bip.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;VU;;;;;;;;
NA;NA;Senecio phylloleptus;Senecio phylloleptus Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio puchii;Senecio puchei Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio rudbeckiifolius;Senecio rudbeckiifolius Meyen & Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio rufescens;Senecio rufescens DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio saxicola;Senecio saxicolus Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
Canlla;Canlla;Senecio spinosus;Senecio spinosus DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senecio sublutescenes;Senecio sublutescens Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio tacorensis;Senecio tacorensis Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio trifurcifolius;Senecio trifurcifolius Hieron.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;NA;NA;;;;;;;;
NA;NA;Senecio vulgaris;Senecio vulgaris L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Soliva mexicana;Soliva mexicana DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Soliva;;NA;NA;NA;NA;;;;;;;;
NA;NA;Sonchus asper;Sonchus asper (L.) Hill;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Sonchus;;NA;NA;NA;NA;;;;;;;;
Cerraja, Canacho;Cerraja, Canacho;Sonchus oleraceus;Sonchus oleraceus L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Sonchus;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Stevia weberbaueri;Stevia weberbaueri B.L.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Stevia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Tagetes filifolia;Tagetes filifolia Lag.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tagetes;;NA;NA;NA;NA;;;;;;;;
Chicchipa, anisillo;Chicchipa, anisillo;Tagetes multiflora;Tagetes multiflora Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tagetes;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Tanacetum vulgare;Tanacetum vulgare L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tanacetum;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Tanacetum vulgare;Tanacetum vulgare L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tanacetum;;NA;NA;NA;NA;;;;;;;;
Diente de León;Diente de León;Taraxacum officinale;Taraxacum officinale Weber ex F.H.Wigg.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Taraxacum;;LC;NA;Introducida;NA;;;;;;;;
Pajaro bobo;Pajaro bobo;Tessaria integrifolia;Tessaria integrifolia Ruiz & Pav.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tessaria;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Trichocline caulescens;Trichocline caulescens Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Trichocline;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Trixis cacalioides;Trixis cacalioides (Kunth) D.Don;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Trixis;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Villanova oppositifolia;Villanova oppositifolia Lag.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Villanova;;NA;NA;NA;NA;;;;;;;;
NA;NA;Aldama helianthoides;Aldama helianthoides (Rich.) E.E.Schill. & Panero;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Aldama;;NA;NA;Nativa;NA;;;;;;;;
Saki;Saki;Aldama helianthoides;Aldama helianthoides (Rich.) E.E.Schill. & Panero;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Aldama;;NA;NA;NA;NA;;;;;;;;
NA;NA;Viguiera weberbaueri;Viguiera weberbaueri S.F.Blake;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Viguiera;;NA;NA;Endémica;NT;;;;;;;;
NA;NA;Werneria apiculata;Werneria apiculata Sch.Bip.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Werneria aretioides;Werneria aretioides Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria caespitosa;Werneria caespitosa Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria ciliolata;Werneria ciliolata A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria esquilachensis;Werneria esquilachensis Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria glaberrima;Werneria glaberrima Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;VU;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria heteroloba;Werneria heteroloba Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Werneria juniperina;Werneria juniperina Hieron.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria pectinata;Werneria pectinata Lingelsh.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria pygmaea;Werneria pygmaea Gillies ex Hook.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Werneria solivifolia;Werneria solivifolia Sch.Bip.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NT;NA;Nativa;NA;;;;;;;;
NA;NA;Werneria spathulata;Werneria spathulata Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Rockhausenia;;NA;NA;NA;NA;;;;;;;;
Espina de perro, Anuchapi;Espina de perro, Anuchapi;Xanthium spinosum;Xanthium spinosum L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Xanthium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Xenophyllum ciliolatum;Xenophyllum ciliolatum (A.Gray) V.A.Funk;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Xenophyllum incisum;Xenophyllum incisum (Phil.) V.A.Funk;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Xenophyllum digitatum;Xenophyllum digitatum (Wedd.) V.A.Funk;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;NT;NA;Nativa;NA;;;;;;;;
Sallica;Sallica;Xenophyllum lycopodioides;Xenophyllum lycopodioides (S.F.Blake) V.A.Funk;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;NT;NA;Nativa;NA;;;;;;;;
Pura pura;Pura pura;Xenophyllum poposum;Xenophyllum poposum (Phil.) V.A.Funk;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Xenophyllum weddellii;Xenophyllum weddellii (Phil.) V.A.Funk;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Werneria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Ombrophytum subterraneum;Ombrophytum subterraneum (Aspl.) B.Hansen;;Plantae;Tracheophyta;;Magnoliopsida;Santalales;Balanophoraceae;Ombrophytum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Anredera cordifolia;Anredera cordifolia (Ten.) Steenis;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Basellaceae;Anredera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Anredera diffusa;Anredera diffusa (Moq.) Sperling;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Basellaceae;Anredera;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Alnus acuminata;Alnus acuminata Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Fagales;Betulaceae;Alnus;;LC;NA;Nativa;VU;;;;;;;;
NA;NA;Argylia radiata;Argylia radiata (L.) D.Don;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Bignoniaceae;Argylia;;NA;NA;NA;NA;;;;;;;;
Chuve;Chuve;Tecoma fulva;Tecoma fulva (Cav.) G.Don;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Bignoniaceae;Tecoma;;NA;NA;Nativa;NA;;;;;;;;
Huaranhua;Huaranhua;Tecoma sambucifolia;Tecoma sambucifolia Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Bignoniaceae;Tecoma;;NA;NA;NA;NT;;;;;;;;
NA;NA;Alshehbazia friesii;Alshehbazia friesii (O.E.Schulz) Salariato, Zuloaga & Al-Shehbaz;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Petroravenia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cryptantha parviflora;Cryptantha parviflora (Phil.) Reiche;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Boraginaceae;Johnstonella;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cryptantha peruviana;Cryptantha peruviana I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Boraginaceae;Cryptantha;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Heliotropium angiospermum;Heliotropium angiospermum Murray;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Heliotropium arborescens;Heliotropium arborescens L.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;;NA;NA;Nativa;NA;;;;;;;;
Hierba de alacrán;Hierba de alacrán;Heliotropium curassavicum;Heliotropium curassavicum L.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Heliotropium krauseanum;Heliotropium krauseanum Fedde;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Heliotropium lanceolatum;Heliotropium lanceolatum Ruiz & Pav.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Johnstonella parviflora;Johnstonella parviflora (Phil.) Hasenstab & M.G.Simpson;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Boraginaceae;Johnstonella;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Nama dichotoma;Nama dichotoma (Ruiz & Pav.) Choisy;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Namaceae;Nama;;NA;NA;NA;NA;;;;;;;;
NA;NA;Pectocarya linearis;Pectocarya linearis (Ruiz & Pav.) DC.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Boraginaceae;Pectocarya;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Phacelia pinnatifida;Phacelia pinnatifida Griseb. ex Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Hydrophyllaceae;Phacelia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Phacelia secunda;Phacelia secunda J.F.Gmel.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Hydrophyllaceae;Phacelia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Phacelia setigera;Phacelia setigera Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Hydrophyllaceae;Phacelia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Plagiobothrys humilis;Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Boraginaceae;Plagiobothrys;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Tiquilia elongata;Tiquilia elongata (Rusby) A.T.Richardson;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Ehretiaceae;Tiquilia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Tiquilia litoralis;Tiquilia litoralis (Phil.) A.T.Richardson;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Ehretiaceae;Tiquilia;;NA;NA;NA;NA;;;;;;;;
Flor de arena;Flor de arena;Tiquilia paronychioides;Tiquilia paronychioides (Phil.) A.T.Richardson;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Ehretiaceae;Tiquilia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Tiquilia tacnensis;Tiquilia tacnensis A.T.Richardson;;Plantae;Tracheophyta;;Magnoliopsida;Boraginales;Ehretiaceae;Tiquilia;;NA;NA;Endémica;NA;;;;;;;;
Nabo silvestre, Mostaza;Nabo silvestre, Mostaza;Brassica rapa;Brassica rapa L.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Brassica;;DD;NA;NA;NA;;;;;;;;
Bolsa de pastor;Bolsa de pastor;Capsella bursa-pastoris;Capsella bursa-pastoris (L.) Medik.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Capsella;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Descurainia athrocarpa;Descurainia athrocarpa (A.Gray) O.E.Schulz;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Descurainia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Descurainia depressa;Descurainia depressa (Phil.) Prantl ex Reiche;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Descurainia;;NA;NA;Nativa;NA;;;;;;;;
Cani cani;Cani cani;Descurainia myriophylla;Descurainia myriophylla (Willd. ex DC.) R.E.Fr.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Descurainia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Descurainia titicacensis;Descurainia titicacensis Hicken, 1922;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Descurainia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Draba brackenridgei;Draba brackenridgei A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Draba;;NA;NA;NA;NA;;;;;;;;
NA;NA;Draba macleanii;Draba macleanii Hook.f.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Draba;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Exhalimolobos weddellii;Exhalimolobos weddellii (E.Fourn.) Al-Shehbaz & C.D.Bailey;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Exhalimolobos;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Lepidium didymum;Lepidium didymum L.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Lepidium bipinnatifolium;Lepidium bipinnatifolium Desv.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;;NA;NA;Nativa;NA;;;;;;;;
Mata conejo, Anis silvestre;Mata conejo, Anis silvestre;Lepidium chichicara;Lepidium chichicara Desv.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Lepidium strictum;Lepidium strictum (S.Watson) Rattan;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Mancoa hispida;Mancoa hispida Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Mancoa;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Matthiola incana;Matthiola incana (L.) W.T.Aiton;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Matthiola;;NA;NA;NA;NA;;;;;;;;
NA;NA;Mostacillastrum gracile;Mostacillastrum gracile (Wedd.) Al-Shehbaz;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Mostacillastrum;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Nasturtium officinale;Nasturtium officinale R.Br.;;Plantae;Tracheophyta;;Magnoliopsida;Brassicales;Brassicaceae;Nasturtium;;LC;NA;Introducida;NA;;;;;;;;
